Testing compiler flags for 201x201x201
0,5.231218187,5.532848169,5.211509451,5.484132894,6.25491812,6.244889945,6.252114756,6.29217127,6.268801939,6.269754451
1,3.321747219,3.333972675,3.3060167,3.310627192,3.30482541,3.31975397,3.287388527,3.313277973,3.301520848,3.308501517
2,3.331481602,3.324648647,3.302391464,3.307104682,3.296832356,3.301786422,3.309890005,3.304091336,3.305782692,3.3846132669999998
3,3.41122698,3.390689287,3.369914305,3.382818586,3.389218789,3.366832755,3.389323182,3.398375954,3.390349444,3.393614996
4,3.376277945,3.310076134,3.302709233,3.308490194,3.3032689140000002,3.302357975,3.305450742,3.298669295,3.305356628,3.295945975
5,3.347672775,3.330546335,3.316681172,3.319440183,3.323979485,3.3185855699999998,3.32326269,3.315568265,3.317415623,3.3196509020000002
6,3.33266687,3.333086248,3.32550297,3.313111003,3.3152257609999998,3.311913449,3.3106298499999998,3.313887708,3.313476841,3.319768052
7,3.326465775,3.312569984,3.304390172,3.302396833,3.287949157,3.299722433,3.306506829,3.303452808,3.305881852,3.307387669
8,5.249143395,5.947025473,6.261400216,6.255711976,6.254742828,6.259331922,6.270066961,6.269509015,6.299846909,6.264823123
9,6.274874113,6.259292876,6.261169005,6.302998008,6.284515929,6.26947104,6.219475083,6.270548506,6.2700234120000005,6.267411986
10,6.310712625,6.277141694,6.258850417,6.30197648,6.274653591,6.26677407,6.268535921,6.283047035,6.269177944,6.271810809
11,6.304862332,6.275068943,6.256436195,6.259606786,6.267016298,6.261414222,6.275297124,6.266116143,6.292052154,6.273310555
12,6.361116968,6.301487456,6.299582561,6.279459677,6.286131995,6.276927318,6.31237136,6.283840393,6.289199795,6.275574828
13,6.263585914,6.271045466,6.268868453,6.27866059,6.305519909,6.28231004,6.278762969,6.305163031,6.277747431,6.257989589
14,6.346211335,6.283404739,6.325055223,6.322907,6.286899685,6.280006736,6.301948162,6.28736769,6.28005383,6.283303546
15,6.265232463,6.292844478,6.276001016,6.293236948,6.271574459,6.28331096,6.307375113,6.270802711,6.323894317,6.282424841
16,6.2651207079999995,6.287213987,6.323090437,6.307899727,6.284953897,6.28618293,6.298169688,6.274875383,6.276819501,6.291774023
17,6.281234213,6.325673515,6.313387617,6.280911052,6.273275239,6.284777153,6.270647483,6.299645,6.288803962,6.27359287
18,6.267672973,6.283788464,6.281343096,6.275053264,6.293096689,6.329679848,6.277533345,6.329020621,6.294596095,6.294747301
19,6.271352407,6.283044069,6.284566673,6.323144485,6.275310209,6.234039475,6.28707496,6.29329467,6.296011547,6.27548619
20,6.295912465,6.290269984,6.287658545,6.282348512,6.2953856219999995,6.2745178169999996,6.440967739,6.318741477,6.282330011,6.286543778
21,6.318232151,6.246964256,6.286243732,6.268624143,6.302752265,6.28467353,6.305908821,6.287111821,6.247708941,6.1821941240000005
22,6.171293345,6.18747052,6.152916837,6.197639649,6.189168678,6.191927493,6.179786228,6.208372385,6.184219311,6.190207345
23,6.18705302,6.1815433859999995,6.180807204,6.197568633,6.184932699,6.176229462,6.206815371,6.221291604,6.245120682,6.186163514
24,6.182827246,6.186526399,6.184660835,6.196420208,6.195973974,6.18729786,6.189633686,6.184636639,6.213456902,6.201063107
25,6.17549655,6.194767211,6.175200825,6.226129226,6.209316145,6.218437139,6.196314154,6.181628765,6.175715006,6.231630333
26,6.204403882,6.222901403,6.242089621,6.191942009,6.182605065,6.178802221,6.186879896,6.207231485,6.197333347,6.186944799
27,6.16993048,6.169137946,6.172011426,6.209762363,6.818472358,6.24300381,6.155717631,6.179604396,6.169581494,6.191121906
28,6.134188602,6.15807807,6.175847665,6.157176761,6.150629197,6.159869593,6.167969787,6.155755036,6.159823617,6.163262244
29,6.162914888,6.17843061,6.206277921,6.191366387,6.185570184,6.184298103,6.182489159,6.188754052,6.181043755,6.173893921
30,6.161290325,6.204862826,6.202266021,6.183426861,6.179967591,6.187926711,6.187701692,6.19133358,6.204101426,6.18909001
31,6.175588359,6.183411962,6.176241124,6.169329207,6.215657987,6.221595013,6.209567175,6.182596101,6.19252908,6.18760241
32,6.191476366,6.217655092,6.225764847,6.18232173,6.190702551,6.184044129,6.180598367,6.196399817,6.225488615,6.227325445
33,6.165726516,6.180753953,6.180314729,6.187042476,6.192225154,6.185063413,6.178359397,6.183555305,6.183815849,6.180204016
34,6.170434102,6.18720301,6.18718691,6.186106907,6.220307274,6.169088567,6.194053906,6.188738221,6.192183542,6.188773389
35,6.164363534,6.189251315,6.198674413,6.187889388,6.188663013,6.194159946,6.178158864,6.272989156,6.190019549,6.187501517
